"cas_palu_confirme","tempmax_mean","tempmin_mean","temp_mean","feelslikemax_mean","feelslikemin_mean","feelslike_mean","dew_mean","humidity_mean","precip_mean","precipprob_mean","precipcover_mean","snowdepth_mean","windgust_mean","windspeed_mean","winddir_mean","sealevelpressure_mean","cloudcover_mean","solarradiation_mean","solarenergy_mean","uvindex_mean","moonphase_mean","tempmax_max","tempmin_max","temp_max","feelslikemax_max","feelslikemin_max","feelslike_max","dew_max","humidity_max","precip_max","precipprob_max","precipcover_max","snowdepth_max","windgust_max","windspeed_max","winddir_max","sealevelpressure_max","cloudcover_max","solarradiation_max","solarenergy_max","uvindex_max","moonphase_max","tempmax_min","tempmin_min","temp_min","feelslikemax_min","feelslikemin_min","feelslike_min","dew_min","humidity_min","precip_min","precipprob_min","precipcover_min","windgust_min","windspeed_min","winddir_min","sealevelpressure_min","cloudcover_min","solarradiation_min","solarenergy_min","uvindex_min","moonphase_min","mean_night_duration","VHI_mean","VCI_mean","TCI_mean"
793,31.6428571428571,22.7571428571429,26.5285714285714,36.8,22.7571428571429,28.3428571428571,23.4142857142857,84.0714285714286,18.0821428571429,100,10.12,0,27.7857142857143,13.8571428571429,244.614285714286,1012.68571428571,74.1,202.671428571429,17.4857142857143,7,0.207142857142857,34,23.7,27.6,40.9,23.7,30.2,23.9,86.9,46.602,100,29.17,0,33.1,18.4,331.3,1013.2,85.4,268.2,23.3,9,0.31,28.9,21.9,25.3,32.6,21.9,26.3,22.8,80.9,1,100,4.17,23.8,9.9,153.4,1012,61.3,142.9,12.3,5,0.1,1440,56.9066149494865,46.5390596535471,67.2746253926345
693,33,23.8,27.6857142857143,40.5714285714286,23.8,30.5857142857143,23.9857142857143,81.5571428571428,9.73071428571428,100,13.0971428571429,0,28.3857142857143,12.4285714285714,179.885714285714,1011.91428571429,72.3285714285714,234.128571428571,20.2,8.28571428571429,0.44,34,25.8,28.8,42.1,25.8,32.9,25.1,83,18.5,100,33.33,0,36.7,14.8,275.6,1012.8,84.1,268.1,23,9,0.54,32.5,23,27.3,39.2,23,29.5,23.5,80.1,3.882,100,4.17,22.3,11.2,111.4,1011.1,56.1,191.8,16.6,7,0.34,1440,56.4839684462306,50.8878879214778,62.0800394602496
775,31.7285714285714,22.9142857142857,26.5571428571429,37.1,22.9142857142857,28.7142857142857,23.6714285714286,85.1428571428571,12.5638571428571,100,10.1185714285714,0,25.8857142857143,14.8285714285714,187.571428571429,1011.35714285714,83.2571428571429,209.971428571429,18.1142857142857,7.28571428571429,0.677142857142857,34,24.5,28.1,40.8,24.5,31.8,24.4,91.1,42.676,100,29.17,0,32.8,29.5,264.5,1011.9,88,260.4,22.5,9,0.75,26.8,21.2,24.2,29.4,21.2,24.4,22.7,81,1.765,100,4.17,22.3,9.4,84.8,1010.7,79.9,125.7,10.6,5,0.58,1440,56.6134129355652,55.8400090945489,57.3866556398796
555,33.3,23.5142857142857,27.9571428571429,40.2714285714286,23.5142857142857,31.4571428571429,24.2,81.3571428571429,4.01928571428571,100,7.73857142857143,0,29.8142857142857,13.7571428571429,261.314285714286,1012.32857142857,74.3428571428571,210.242857142857,18.1857142857143,6.85714285714286,0.637142857142857,34,25.9,28.7,42.2,25.9,33.1,25.3,84.3,8.7,100,12.5,0,32.4,17.4,289.2,1012.8,83.9,253.7,22,8,0.96,31.9,22,27.3,37.7,22,29.8,23.1,77.9,0.146,100,4.17,27.7,11.2,220.5,1011.6,56.8,146.3,12.6,5,0,1440,59.621534071065,62.9888676031671,56.2536958653517
1177,32.9571428571429,23.0285714285714,27.4428571428571,39.7285714285714,23.0285714285714,30.4142857142857,23.9428571428571,82.4857142857143,5.01271428571429,85.7142857142857,9.52142857142857,0,32.1142857142857,13.7857142857143,213.928571428571,1010.25714285714,70.9857142857143,228.657142857143,19.6714285714286,7.85714285714286,0.161428571428571,35,24.7,28.4,41.9,24.7,32.1,24.7,88.1,13.941,100,25,0,36.7,16.9,253.5,1011,80.6,268.5,23.1,9,0.26,29.3,21,26.2,34.8,21,28.4,23,78.6,0,0,0,25.9,11.2,132.9,1009.6,49,179.8,15.6,7,0.06,1440,61.8294330447611,71.4369381624641,52.2218879296322
1087,32.9714285714286,23.3142857142857,27.2714285714286,39.1285714285714,23.3142857142857,29.8714285714286,23.8428571428571,82.9857142857143,6.28014285714286,71.4285714285714,5.95285714285714,0,30.4,13.8142857142857,235.714285714286,1009.51428571429,67.5428571428571,203.385714285714,17.5428571428571,6.85714285714286,0.39,36,24.1,28.7,41.9,24.1,32.2,24.5,89.5,26.839,100,16.67,0,37.8,17.6,290.1,1010.3,90.3,263.5,22.6,9,0.5,29.1,21.6,25.8,34,21.6,27,22.7,77.9,0,0,0,22.7,9.9,161.1,1007.6,32.3,120.5,10.4,4,0.29,1440,62.8318369913583,78.0814835367781,47.5826657241041
1339,33.1285714285714,23.9285714285714,27.9857142857143,40.6714285714286,23.9285714285714,31.2142857142857,24.2428571428571,81.3571428571429,2.89957142857143,100,6.55,0,27.3142857142857,12.7857142857143,251.7,1010.88571428571,49.3571428571429,215.485714285714,18.5571428571429,7.14285714285714,0.627142857142857,36,25.1,29.7,44.7,25.1,34.2,25,85.3,11.544,100,12.5,0,36,14.8,279.3,1012.1,84.4,249.2,21.4,8,0.73,29.4,22,26.2,33.5,22,27.5,23.4,77.9,0.1,100,4.17,18.4,9.4,160.6,1009.5,33.5,153.4,13.1,6,0.52,1440,64.3950591626793,81.4653219569813,47.3248070932398
1314,34.7857142857143,23.5714285714286,28.5428571428571,41.4571428571429,23.5714285714286,31.7142857142857,23.9285714285714,77.9428571428572,1.83342857142857,57.1428571428571,4.16857142857143,0,30.9,13.5285714285714,195.857142857143,1009.97142857143,57.1571428571429,246.585714285714,21.2428571428571,8.57142857142857,0.87,36,25,29.3,43.6,25,33.3,24.6,82.8,7.279,100,16.67,0,40.3,15.9,325.2,1011.9,86.4,263.7,22.8,9,0.98,32.8,21,27.2,39.3,21,29.9,22.4,72.1,0,0,0,23,11.2,8.3,1007.6,20.3,228.6,19.6,8,0.75,1448.57142857143,64.644554123734,84.6975240389506,44.5912111385904
1169,35.5285714285714,20.4142857142857,27.3571428571429,39.1142857142857,20.4142857142857,28.7571428571429,20.2714285714286,68.6571428571429,0.171428571428571,28.5714285714286,1.78571428571429,0,25.1,12.2,176.785714285714,1010.4,40.5571428571429,244.828571428571,21.1285714285714,8.42857142857143,0.107142857142857,36.4,24,28.3,41.6,24,30.6,22.8,73.5,1.1,100,8.33,0,34.9,18.5,303.2,1011.1,94.5,274.9,23.8,9,0.21,33.6,18.2,26.4,36.9,18.2,26.9,18.4,63.4,0,0,0,13.7,9.9,96.1,1009.3,11.6,158.2,13.7,6,0,1440,63.7085340278317,86.9999482443838,40.4173425657581
1037,36.5714285714286,23.0142857142857,29.1857142857143,42.7714285714286,23.0142857142857,32.0857142857143,22.6857142857143,70.3714285714286,0.185714285714286,28.5714285714286,1.78571428571429,0,25.9142857142857,12.4142857142857,239.428571428571,1009.8,60.6142857142857,229.828571428571,19.8,8.28571428571429,0.337142857142857,37.9,24.1,29.9,43.9,24.1,33,23.9,76.1,0.7,100,8.33,0,32.4,14.8,269.8,1011.4,85.2,252.4,21.6,9,0.43,35.7,19.7,28,41.5,19.7,30.2,21.5,64.8,0,0,0,23.4,10.4,174.5,1008.7,37.4,203.9,17.5,8,0.25,1440,61.9601097482623,88.5305644025706,35.3896255868854
827,35.8571428571429,22.6,28.4857142857143,39.9428571428571,22.6,30,20.5571428571429,64.7571428571429,0.0285714285714286,14.2857142857143,0.595714285714286,0,23,14.4285714285714,211.128571428571,1008.8,60.9428571428571,223.2,19.2857142857143,8.14285714285714,0.57,37,24.9,29.3,42.4,24.9,31.6,22,67.4,0.2,100,4.17,0,27.4,22.7,283.1,1009.6,89.2,250.6,21.5,9,0.68,33.5,20.8,27.8,36.4,20.8,28.8,18.9,60.6,0,0,0,18.7,11.2,10.6,1007.8,28.3,194.6,16.8,7,0.47,1440,60.5225037044949,88.5308875584843,32.5138781051443
424,37.0857142857143,20.8714285714286,28.1428571428571,36.5428571428571,20.8714285714286,27.9,14.6571428571429,47.0285714285714,0,0,0,0,23.8,13.2,86.1285714285714,1010.2,39.3142857142857,241.242857142857,20.8142857142857,8.71428571428571,0.817142857142857,38,24.2,29.5,38.5,24.2,29.2,15.7,49.9,0,0,0,0,28.1,14.8,116.5,1010.9,89.6,247.5,21.4,9,0.92,35.7,19,27.3,34.5,19,26.6,11.7,41.4,0,0,0,19.4,10.8,42.2,1009.7,11,222.7,19.2,8,0.71,1440,60.1051199667382,88.4589583628105,31.7510498682658
342,38.1857142857143,19.8571428571429,28.6285714285714,37,19.8571428571429,28.2142857142857,13.6142857142857,43.4571428571429,0,0,0,0,26.5428571428571,13.2857142857143,83.6,1010.52857142857,11.6857142857143,241.585714285714,20.9285714285714,9,0.202857142857143,38.7,21.3,29.4,38,21.3,29,14.5,45.3,0,0,0,0,34.6,17.3,118.2,1011.4,13.6,242.7,21,9,0.96,37.9,18,28,36.1,18,27.5,11.6,39,0,0,0,19.1,9.4,57.9,1010,9.6,240.6,20.8,9,0,1440,58.2764432574763,87.9306048499213,28.6221509662541
180,35.9142857142857,18.2,26.7142857142857,34.5142857142857,18.2,26.1142857142857,11,40.4428571428571,0,0,0,0,25.5142857142857,11.5,128.014285714286,1010.88571428571,36.2857142857143,232.442857142857,20.0571428571429,8,0.284285714285714,37,20.8,27.4,35.4,20.8,26.9,12,44.2,0,0,0,0,31.3,14.8,334.8,1011.3,82.5,238.9,20.5,8,0.38,34.7,17,26,33.4,17,25.4,9.6,36.1,0,0,0,20.9,9,21.7,1010,14.2,219.8,18.9,8,0.19,1440,57.3735845517631,86.616938032526,28.1302519397302
342,35.4142857142857,17.8428571428571,26.3714285714286,33.8857142857143,17.8428571428571,25.7285714285714,10.3,39.4428571428571,0,0,0,0,27,12.7285714285714,71.3428571428571,1010.9,56.0571428571429,220,18.9571428571429,7.85714285714286,0.511428571428571,37.3,19.1,27,35.9,19.1,26.3,10.7,40.4,0,0,0,0,30.6,14.8,97.6,1011.5,91.4,235.8,20.3,8,0.62,33.4,16,25.1,31.8,16,24.4,9.4,37.8,0,0,0,23.4,11.5,41.1,1010.3,9.9,187.2,16.2,7,0.41,1440,59.8088269551595,85.5518268816399,34.0657467490495
180,36.9142857142857,18.3714285714286,26.8857142857143,34.9,18.3714285714286,26.1,8.61428571428571,34.7428571428571,0,0,0,0,28.4857142857143,19.8714285714286,77.3714285714286,1010.74285714286,22.9,231.614285714286,20.0428571428571,8,0.758571428571429,38.5,19.9,28,37.2,19.9,27.3,10.8,40.8,0,0,0,0,32.4,62.3,102.6,1011.9,51.6,234.9,20.3,8,0.87,35.7,17,26.2,33.6,17,25.3,7.4,32.5,0,0,0,24.8,10.8,50.7,1008.8,10.5,224.6,19.4,8,0.65,1440,59.2595642793058,84.1884531618369,34.3306558124947
180,36.9428571428571,17.4571428571429,26.7142857142857,35.0285714285714,17.4571428571429,25.8714285714286,7.64285714285714,33.3285714285714,0,0,0,0,27.9857142857143,12.9857142857143,99.8,1010.58571428571,18.3714285714286,235.5,20.3285714285714,8,0.432857142857143,38,18.2,27.5,35.7,18.2,26.5,9.1,36.4,0,0,0,0,37.1,17.3,130.2,1011.4,45.5,238.5,20.7,8,0.97,35.9,16.7,25.9,34.2,16.7,25.1,5.3,28.6,0,0,0,19.4,11.2,67.6,1009.8,8.3,233.6,20.2,8,0,1440,58.8013421381363,80.3039480623573,37.2986456951108
124,32.42,16.7,24.98,30.38,16.7,24.34,4.44,27.82,0,0,0,0.1,35.56,19.52,80.12,1013.1,37.1,232.16,20.04,8,0.262,34,18.5,25.8,31.7,18.5,25.1,5.5,30.2,0,0,0,0.5,37.4,22.3,88.7,1014,67.5,238.1,20.5,8,0.33,31.5,16,23.8,29.7,16,23.2,3.5,25.1,0,0,0,34.2,16.2,71.9,1012.2,10.7,217.3,18.7,8,0.2,1440,57.4036148461429,75.2444430304296,39.5626861111082
171,33.1285714285714,17.4285714285714,25.2142857142857,31.0571428571429,17.4285714285714,24.4714285714286,5.12857142857143,28.8714285714286,0,0,0,0,30.7142857142857,14.0285714285714,57.3571428571429,1012.75714285714,45.3571428571429,233.371428571429,20.1714285714286,8,0.46,35,18.5,26.5,32.7,18.5,25.6,6.8,30.7,0,0,0,0,33.5,15.1,77.1,1014,63.4,239,20.5,8,0.56,31.7,15.9,23.7,29.8,15.9,23,3.6,28.4,0,0,0,28.1,11.5,36.4,1011.4,18.2,223.4,19.4,8,0.36,1440,56.5440290557014,72.240594564303,40.8477566696177
146,34.6142857142857,17.7,26.1571428571429,32.4571428571429,17.7,25.3857142857143,5.11428571428571,27.2428571428571,0,0,0,0,31.1285714285714,17.8857142857143,66.9142857142857,1012.2,31.7714285714286,240,20.7714285714286,8.57142857142857,0.704285714285714,36,19,27,34.3,19,26.3,7,29.7,0,0,0,0,35.6,18.4,79.3,1013.4,50,244.8,21.1,9,0.81,33.4,17,25.8,31.4,17,25,3.9,24.9,0,0,0,27,14.8,48.1,1011,11.1,234,20.1,8,0.6,1440,56.1884735608342,70.8236552970578,41.5528981430362
124,36.9428571428571,22.1857142857143,29.2,35.1857142857143,22.1857142857143,28.2142857142857,8.62857142857143,30.2428571428571,0.208,14.2857142857143,0.595714285714286,0,29.8285714285714,14.8428571428571,205.614285714286,1010.85714285714,63.3714285714286,225.657142857143,19.5428571428571,8,0.521428571428571,38.4,25.4,31,36.2,25.4,29.6,11.9,37.3,1.456,100,4.17,0,54.7,27,345.4,1011.8,73.9,247.2,21.2,9,0.95,34,18.7,27.6,32.5,18.7,26.9,4.1,21.2,0,0,0,19.4,10.1,69.1,1008.7,46.3,175.8,15.1,7,0,1440,50.6031807270917,70.8909280348306,30.3157973849412
106,38.5428571428571,20.5,29.1428571428571,36.4285714285714,20.5,28.0714285714286,5.65714285714286,24.7857142857143,0,0,0,0,33.1714285714286,15.1428571428571,92.6714285714286,1011.57142857143,41.8571428571429,249.585714285714,21.5428571428571,8.85714285714286,0.177142857142857,40,23,30.1,37.8,23,29.3,9.8,30.9,0,0,0,0,39.6,18.7,112.7,1012.7,55.4,254.4,22,9,0.25,37.7,18.5,27.8,35.7,18.5,26.8,3.1,20.9,0,0,0,27.7,12.4,69.8,1010.7,10.4,237.2,20.6,8,0.08,1440,46.645685903713,70.7399078597926,22.5512419807791
123,37.9571428571429,19.3571428571429,28.7714285714286,36.0571428571429,19.3571428571429,27.7,4.31428571428571,22.7428571428571,0,0,0,0,37.5,18.4428571428571,78.3571428571429,1011.9,16.3142857142857,262.928571428571,22.6571428571429,9,0.407142857142857,39,20.6,29.7,38,20.6,28.5,6.5,27,0,0,0,0,40.7,23.6,87.2,1012.7,30.8,266.3,22.9,9,0.5,37,18.4,28,34.8,18.4,27.3,3,20.2,0,0,0,31.7,14.8,71.7,1010.8,4.9,256.1,22,9,0.31,1440,45.9742818032852,72.6755543590796,19.2728481228906
166,38.3285714285714,21.7714285714286,29.9571428571429,35.7428571428571,21.7714285714286,28.6571428571429,4.47142857142857,21.5285714285714,0,0,0,0,38.1571428571429,19.3,88.6285714285714,1010.87142857143,32.1285714285714,259.357142857143,22.3571428571429,9,0.651428571428571,41,25,30.6,37.7,25,29.3,6.6,27.4,0,0,0,0,41,25.9,112,1012,83.9,265.3,22.9,9,0.75,37,19.6,28.3,34.2,19.6,27.3,1.2,16.7,0,0,0,35.6,17.3,77.4,1009.6,12.4,248.9,21.5,9,0.54,1440,44.4512415096013,74.4102311986865,14.4923229629343
99,40.4428571428571,23.7,31.7571428571429,38.7142857142857,23.6285714285714,30.8428571428571,9.4,27.2,0,0,0,0,28.6857142857143,13.3857142857143,231.771428571429,1008.31428571429,50.3857142857143,266.557142857143,23.1,9,0.75,41,28,33.8,40.2,27.5,32.9,13.8,33.3,0,0,0,0,35.6,16.2,350.9,1009.8,74.9,271.4,23.6,9,0.96,39.9,21.9,30.5,37.3,21.9,29.4,5.1,20.1,0,0,0,21.2,11.2,67.6,1006.6,30.3,260,22.4,9,0,1440,41.7731910291645,73.7041502731617,9.84220181221914
108,40.2714285714286,24.6428571428571,32.4142857142857,38.1571428571429,24.5428571428571,30.8285714285714,6.32857142857143,21.0857142857143,0,0,0,0,33.4857142857143,17.1857142857143,109.242857142857,1009.17142857143,37.2285714285714,275.8,23.8,9.42857142857143,0.127142857142857,42,27,33.8,40.1,26.3,31.9,8.5,25.5,0,0,0,0,39.2,22.3,336.2,1009.7,64,286.2,24.8,10,0.23,39,22.6,31.5,36.4,22.6,30.1,4.7,17.5,0,0,0,26.6,11.2,47,1008.7,13.9,256.6,22.2,9,0.03,1440,41.7538678423925,73.1872311527079,10.3201715199032
94,41.3428571428571,23.5285714285714,32.1,40.1571428571429,23.5285714285714,31.0571428571429,8.32857142857143,25.0285714285714,0,0,0,0,30.1428571428571,13.3285714285714,128.828571428571,1009.3,16.4285714285714,291.557142857143,25.1428571428571,10,0.358571428571429,42,24.1,33,41.5,24.1,32.2,10.9,30.2,0,0,0,0,33.5,16.2,317,1010.5,42.1,295.5,25.5,10,0.46,40.8,22.5,31.4,38.4,22.5,30,3.7,18,0,0,0,24.8,11.2,18.3,1008,7.9,288.8,24.9,10,0.25,1440,43.0064636886722,72.0019684129291,14.0108885976401
70,41.8428571428571,24.2857142857143,32.1857142857143,40.7571428571429,24.2857142857143,30.9714285714286,8.02857142857143,24.0285714285714,0,0,0,0,30.9714285714286,13.4857142857143,162.7,1008.91428571429,37.6,288.614285714286,24.9714285714286,9.85714285714286,0.595714285714286,51,25,33.2,51,25,31.8,11,30.4,0,0,0,0,33.1,15.1,335.6,1009.2,79.2,299,25.8,10,0.7,39,22.4,31.3,38.2,22.4,30.4,5.7,20,0,0,0,28.1,11.2,29.4,1008.6,9.6,258.7,22.3,9,0.5,1440,44.9322616386895,74.6510491861237,15.2134542365267
47,40.3571428571429,24.3571428571429,32.4857142857143,39.7428571428571,24.3571428571429,31.4571428571429,9.8,26.3285714285714,0,0,0,0,28.2285714285714,13.1428571428571,257.657142857143,1008.15714285714,47.3142857142857,299.157142857143,25.8285714285714,10,0.835714285714286,41.5,25.8,33.3,40.9,25.8,32.7,11.9,30.3,0,0,0,0,35.3,15.1,319.2,1009,69,300.5,26,10,0.94,39,23.1,31.7,38.9,23.1,30.5,6.7,22.5,0,0,0,23,11.2,41.6,1007.6,12,297.1,25.7,10,0.75,1440,47.3833929572443,77.2566350538321,17.5100804446924
39,39.3285714285714,25.4285714285714,32.4142857142857,38.0571428571429,25.3714285714286,31.4428571428571,11.1857142857143,28.9428571428571,0,0,0,0,29.2571428571429,13.7428571428571,266.342857142857,1009.1,48.7714285714286,294.1,25.4285714285714,9.85714285714286,0.214285714285714,41,27,34.3,39.6,26.8,33.1,13.6,35.7,0,0,0,0,36.7,16.9,322.3,1010.6,76.6,302.3,26.1,10,0.97,37,23.3,31,35.6,23.3,29.9,9.2,25.3,0,0,0,18.7,9.4,70.6,1007.9,20.5,278.3,24.1,9,0,1431.42857142857,52.3516352305509,77.5219784031011,27.1814034911117
42,42.9,28.3571428571429,35.3857142857143,42.6714285714286,28.0714285714286,34.8285714285714,13.1571428571429,28.4285714285714,0,0,0,0,31.8857142857143,15.2285714285714,233.914285714286,1007.88571428571,46.1714285714286,302.785714285714,26.2,10,0.305714285714286,44,31.3,36.2,44,29.8,35.2,14.5,31.2,0,0,0,0,37.1,17.6,338.8,1008.7,84.1,307.8,26.6,10,0.41,42,26,34.7,41.6,26,34.3,11.8,24.9,0,0,0,22.7,11.2,66,1007.1,4.2,293.6,25.3,10,0.21,1440,54.6436654656824,77.4980693333077,31.7892922380356
23,41.9,27.6571428571429,34.5571428571429,43.2285714285714,28.4,34.8857142857143,15.0142857142857,33.8142857142857,0,0,0,0,34.7142857142857,16.3428571428571,269.085714285714,1008.07142857143,22.3428571428571,300.871428571429,26,10,0.545714285714286,44,30.2,35.5,44.6,33.1,37.1,19.2,41.2,0,0,0,0,38.5,22.3,329.5,1008.7,50.6,313.3,27.1,10,0.65,40.3,27,34,41.2,26.8,33.1,11.2,25.7,0,0,0,29.5,11.5,170.4,1007.3,9.4,269.9,23.2,10,0.45,1440,54.1521805859575,78.2101297999873,30.0943226002081
33,39.4571428571429,28.1571428571429,33.5,41.2285714285714,29.5571428571429,35.2285714285714,18.4571428571429,43.8285714285714,0.829714285714286,28.5714285714286,1.19142857142857,0,31.8714285714286,15.3857142857143,236.414285714286,1009.08571428571,78.1142857142857,237.371428571429,20.4714285714286,8.14285714285714,0.785714285714286,41,29.5,35.2,44.4,32.1,36.7,21,54.5,5.662,100,4.17,0,38.2,18.4,325.4,1010.3,87.7,300.7,25.8,10,0.88,38.3,26,31.9,39.6,26,32.9,12.9,29.2,0,0,0,25.9,12.6,101.1,1007.9,65.5,162.1,14.1,5,0.68,1440,52.8499685162246,77.666998574228,28.0328681089059
21,41.3714285714286,28.8428571428571,35.0714285714286,41.8285714285714,29.6285714285714,35.4428571428571,15.7,33.2428571428571,0,0,0,0,35.2285714285714,17.2857142857143,266.685714285714,1008.6,57.7,287.228571428571,24.8142857142857,9.71428571428571,0.441428571428571,43,30,36,42.9,31.3,37.2,18,40.8,0,0,0,0,45.4,22.3,307.5,1009.6,82.2,301.1,26,10,0.98,39.2,28,34.2,40,27.5,33.9,12,25.1,0,0,0,28.1,13.3,241.4,1006.9,27.4,230.8,20,8,0,1440,52.1654028998481,75.725554104044,28.6051003770997
21,42.0428571428571,28.5428571428571,35.6428571428571,45.0285714285714,29.8857142857143,37.1142857142857,17.4428571428571,36.1714285714286,0,0,0,0,38.4,19.9714285714286,232.285714285714,1009.57142857143,49.5285714285714,299.914285714286,25.8285714285714,10,0.255714285714286,44.1,30,35.8,46.4,32.6,38.5,20.1,42.2,0,0,0,0,41,22.3,270.4,1010.4,88.1,309.4,26.7,10,0.36,40.8,25.9,35.4,44.1,25.9,35.3,13.8,28.4,0,0,0,35.6,16.9,29.9,1008.3,20,290.8,25.1,10,0.15,1440,52.7440897204659,73.3727662770435,32.115554822575
23,40.9428571428571,29.1285714285714,35.2714285714286,46.1142857142857,31.0571428571429,38.0714285714286,19.8,42.1142857142857,0,0,0,0,42.0571428571429,21.4,261.9,1008.05714285714,51.2428571428571,292.385714285714,25.3142857142857,9.85714285714286,0.5,42.3,30,35.9,47.2,32.6,39.2,22.2,49.4,0,0,0,0,46.4,24.1,275.8,1009.2,74.1,314,27.1,10,0.6,38.5,28,34.5,45,29.7,36.7,17.5,37.1,0,0,0,38.5,18.4,251.5,1007.5,36.1,271.3,23.5,9,0.4,1440,51.9133321232266,69.1691602128925,34.6571103269404
17,40.5,28.1,34.3,47.0428571428571,30.1142857142857,37.9857142857143,21.3142857142857,48.6571428571429,3.49742857142857,28.5714285714286,1.78571428571429,0,36.6714285714286,16.4142857142857,239.271428571429,1009.57142857143,61.2142857142857,275.4,23.8,9.14285714285714,0.734285714285714,43,30.5,35.7,52.4,32.8,40.3,22.1,55.5,12.35,100,8.33,0,40.7,19.1,263.8,1010.4,87.6,293.3,25.3,10,0.83,38.1,25.1,32.2,44.5,25.1,35.5,20.6,45.6,0,0,0,31.7,12.2,196.2,1008.4,40.5,254,22.2,9,0.63,1440,52.6924634528883,62.4015138447887,42.9835243519508
17,40.6428571428571,28.9285714285714,34.8571428571429,43.9428571428571,29.7857142857143,36.4428571428571,18.1857142857143,38.8571428571429,0,0,0,0,42.4857142857143,21.7,257.514285714286,1010.18571428571,36,297.242857142857,25.8,9.85714285714286,0.532857142857143,42.1,30,35.9,45.2,31.9,37.2,19.7,44.6,0,0,0,0,46.8,23,273.5,1011.5,80.8,309.3,26.9,10,0.96,39.1,27,33.6,43,27.7,35.4,16.3,34.5,0,0,0,40.7,18.4,246.3,1009.2,21.1,287.1,24.9,9,0,1440,52.4080088914043,54.6918069844294,50.1241503956342
10,38.7714285714286,28.2,33.3,43.3571428571429,29.7,36.2571428571429,20.4428571428571,49.4,1.06414285714286,28.5714285714286,1.78571428571429,0,35.8,18.2571428571429,227.342857142857,1009.95714285714,61.8428571428571,265.542857142857,23,9.28571428571429,0.2,41.9,30.9,35.3,46,34.4,39.2,22.8,67.4,7.303,100,8.33,0,41.8,22,279.1,1011.8,89.1,311.9,27.1,10,0.31,33.4,26,29.6,38.2,26,33.4,17.3,38.4,0,0,0,28.1,11.2,197.1,1008.6,21.6,228,19.9,8,0.1,1440,53.739726103195,49.7636554958844,57.7156654011119
11,38.4857142857143,26.7285714285714,32.3285714285714,43,28.0714285714286,35.4857142857143,21.4857142857143,55.4142857142857,0.767714285714286,57.1428571428571,4.16714285714286,0,32.4142857142857,16.5714285714286,229.957142857143,1011.05714285714,61.6,249.228571428571,21.5,8.28571428571429,0.452857142857143,41.1,29,34.9,45.9,30.7,37.3,23.1,66.8,4.877,100,12.5,0,45.4,24.1,248.1,1013,86.1,300.2,25.8,10,0.55,34.5,25,30.2,39.5,25,33.8,19.5,42.1,0,0,0,18,11.5,202.7,1008.8,33.8,132.2,11.4,4,0.35,1440,51.0790897966635,47.1216858743417,55.0367362504054
45,34.9857142857143,24.5714285714286,29.6,41.7714285714286,24.5714285714286,33.4285714285714,23.4714285714286,71.3,9.06557142857143,71.4285714285714,5.95142857142857,0,33.4428571428571,16.6285714285714,240.5,1011.55714285714,66.4714285714286,248.2,21.4714285714286,8.28571428571429,0.684285714285714,37.2,26,31.8,46,26,37.3,24.6,79.1,26.036,100,12.5,0,37.8,27.4,272.6,1013.1,93.5,295,25.8,9,0.78,31.7,23.4,27.5,36.7,23.4,30,22.6,63.7,0,0,0,26.3,11.2,170.5,1010.3,40.5,140.2,11.9,6,0.59,1440,47.7950998681964,46.815675817415,48.7745141390598
66,35.4428571428571,25.6571428571429,30.4285714285714,42.4428571428571,26.7,35.1,23.7571428571429,68.9,3.14114285714286,85.7142857142857,4.16857142857143,0,36.5857142857143,16.9857142857143,252.914285714286,1011.74285714286,52.7,261.557142857143,22.6571428571429,8.28571428571429,0.765714285714286,37.5,28,32.2,45.6,32.7,38.8,24.7,72.3,14.632,100,8.33,0,46.1,22.7,290.5,1014.1,71,292.8,25.3,9,0.97,32.2,23.5,29.1,37.3,23.5,32.3,22.6,65.8,0,0,0,23.4,10.8,235.5,1009.8,34.6,193.2,16.9,6,0,1440,49.3521908355482,48.9885444090824,49.7156253059705
121,34.4428571428571,23.9285714285714,29.0571428571429,40.8714285714286,23.9285714285714,32.3428571428571,23.2285714285714,72.3714285714286,9.83071428571429,57.1428571428571,3.57142857142857,0,37.7142857142857,18.5714285714286,234.714285714286,1010.17142857143,59.5428571428571,259.857142857143,22.5,8.42857142857143,0.15,37,25,30.4,44.9,25,34.2,24.2,77.4,26.176,100,8.33,0,49,26.6,265.5,1010.8,82.8,290.2,25.2,9,0.25,33,22,27.7,37.8,22,30.5,22.6,65,0,0,0,25.2,11.2,182.6,1009,31.9,228.5,19.8,7,0.04,1440,50.7628876984721,50.6702008828972,50.8556960293741
149,32.7285714285714,24.0142857142857,28.2428571428571,39.7142857142857,24.0142857142857,31.5857142857143,23.7714285714286,77.6714285714286,6.84942857142857,85.7142857142857,8.92857142857143,0,34.4428571428571,16.6571428571429,244.914285714286,1010.55714285714,71.8285714285714,244.042857142857,21.0857142857143,8,0.401428571428571,35,26.4,30,42,26.4,34.3,24.4,81.8,18.676,100,25,0,40.3,23.2,277.1,1011.3,84,292.5,25.5,9,0.5,30.9,21,27.1,37.1,21,29.7,23.2,70.5,0,0,0,28.8,11.9,204.9,1009.8,48,208.6,18.1,7,0.3,1440,49.6720393546904,52.4158371934987,46.9280799386477
